state,state_ab,city,zip_code,pop,rent_median,family_median,hc_mortgage_median,hc_mortgage_samples,married,divorced,num_married,num_divorced
New Hampshire,NH,Manchester,3102,8081,1183,81111,1819,1336,0.4047,0.10568,3270,854
New Hampshire,NH,Bedford,3110,7289,1552,124687,2536,1597,0.64991,0.08546,4737,623
New Hampshire,NH,Bedford,3110,8192,2219,183067,2846,1926,0.69956,0.02577,5731,211
New Hampshire,NH,Nashua,3060,5193,1533,101531,1974,1214,0.57394,0.10883,2980,565
New Hampshire,NH,Nashua,3064,4990,1133,88061,1935,989,0.5295,0.0941,2642,470
New Hampshire,NH,Nashua,3064,4130,944,34878,1571,168,0.30109,0.18768,1244,775
New Hampshire,NH,Nashua,3060,5447,919,44270,1441,398,0.32644,0.27034,1778,1473
New Hampshire,NH,Nashua,3060,1432,702,28405,1780,33,0.26667,0.15897,382,228
New Hampshire,NH,Nashua,3060,7711,980,31096,1785,344,0.31681,0.13962,2443,1077
New Hampshire,NH,Nashua,3060,7013,1241,68563,1813,942,0.53696,0.11732,3766,823
New Hampshire,NH,Nashua,3062,3492,1227,75582,1209,199,0.53052,0.12441,1853,434
New Hampshire,NH,Nashua,3062,6270,1747,121372,2323,1544,0.6829,0.04117,4282,258
New Hampshire,NH,Nashua,3062,4513,1781,114276,1986,1106,0.6232,0.08564,2813,386
New Hampshire,NH,Nashua,3062,5368,1481,107934,2148,1254,0.6465,0.08623,3470,463
New Hampshire,NH,Nashua,3062,5006,1144,96776,2110,1092,0.55545,0.08074,2781,404
New Hampshire,NH,Hudson,3051,8233,1565,113085,2060,2089,0.6516,0.043,5365,354
New Hampshire,NH,Hudson,3051,9061,1448,115533,2078,1952,0.65421,0.09119,5928,826
New Hampshire,NH,Litchfield,3052,8366,1155,104404,2166,2034,0.61614,0.07666,5155,641
New Hampshire,NH,Merrimack,3054,6072,1466,118943,2263,1542,0.66516,0.07775,4039,472
New Hampshire,NH,Merrimack,3054,6060,1502,95066,2032,1598,0.61747,0.07692,3742,466
New Hampshire,NH,Milford,3055,3131,982,99445,2173,557,0.64117,0.0415,2008,130
New Hampshire,NH,Milford,3055,6885,1072,59156,1843,1030,0.55456,0.10677,3818,735
New Hampshire,NH,Hollis,3049,7733,1475,135895,2359,1724,0.67461,0.07849,5217,607
New Hampshire,NH,New Ipswich,3071,2109,739,66420,1463,315,0.49818,0.12364,1051,261
New Hampshire,NH,Wilton,3086,3681,1020,86237,1960,872,0.54627,0.12853,2011,473
New Hampshire,NH,Lyndeborough,3082,1707,1022,91167,2082,408,0.64109,0.12224,1094,209
New Hampshire,NH,Mont Vernon,3057,2620,1121,109641,2457,596,0.67715,0.0333,1774,87
New Hampshire,NH,Weare,3281,8883,1493,90073,2026,2238,0.62606,0.06164,5561,548
New Hampshire,NH,Francestown,3043,4700,1044,82609,1743,1031,0.60334,0.13048,2836,613
New Hampshire,NH,Greenfield,3047,1641,1001,74895,1788,373,0.54834,0.1326,900,218
New Hampshire,NH,Peterborough,3458,6406,884,91400,1939,1244,0.52193,0.16366,3343,1048
New Hampshire,NH,Hancock,3449,1755,1003,86878,1957,357,0.68732,0.07205,1206,126
New Hampshire,NH,Pelham,3076,4762,1058,109034,2410,1052,0.59053,0.06219,2812,296
New Hampshire,NH,Hooksett,3106,4072,1417,94692,1959,794,0.5089,0.08099,2072,330
New Hampshire,NH,Hooksett,3106,3852,948,104882,2100,734,0.53683,0.09423,2068,363
New Hampshire,NH,Bow,3304,3780,1629,119586,2307,869,0.6589,0.06213,2491,235
New Hampshire,NH,Bow,3304,3865,1049,114402,2503,893,0.69865,0.03716,2700,144
New Hampshire,NH,Concord,3301,3868,1160,97590,1816,680,0.49339,0.10384,1908,402
New Hampshire,NH,Concord,3301,3095,974,56372,1543,320,0.40476,0.13465,1253,417
New Hampshire,NH,Concord,3301,3504,950,69542,1521,405,0.37566,0.10218,1316,358
New Hampshire,NH,Concord,3301,3622,1015,60838,1634,383,0.29064,0.22255,1053,806
New Hampshire,NH,Penacook,3303,1787,1058,81525,1647,455,0.58994,0.14329,1054,256
New Hampshire,NH,Pittsfield,3263,4084,767,63894,1868,680,0.47324,0.14842,1933,606
New Hampshire,NH,Warner,3278,4643,873,80553,1739,1019,0.55102,0.10787,2558,501
New Hampshire,NH,Contoocook,3229,5602,936,99329,2142,1220,0.5856,0.08414,3281,471
New Hampshire,NH,Henniker,3242,4849,986,81263,2010,857,0.55479,0.07344,2690,356
New Hampshire,NH,Sutton Mills,3221,5566,1171,80331,1678,1334,0.64743,0.11669,3604,649
New Hampshire,NH,Andover,3216,3892,987,82444,1659,948,0.55168,0.12427,2147,484
New Hampshire,NH,Franklin,3235,4181,787,54131,1534,522,0.40743,0.14939,1703,625
New Hampshire,NH,Penacook,3303,4601,921,75595,1680,734,0.50629,0.12914,2329,594
New Hampshire,NH,Derry,3038,5431,1149,61015,1853,595,0.4459,0.14411,2422,783
New Hampshire,NH,Derry,3038,7011,1468,84135,1910,1373,0.56082,0.10213,3932,716
New Hampshire,NH,Londonderry,3053,3307,1787,93407,2037,810,0.59232,0.0938,1959,310
New Hampshire,NH,Londonderry,3053,5392,1388,98700,2317,1207,0.58525,0.11273,3156,608
New Hampshire,NH,Londonderry,3053,4514,856,134773,2436,1088,0.69001,0.02619,3115,118
New Hampshire,NH,Londonderry,3053,4072,1209,89522,2001,741,0.59549,0.14523,2425,591
New Hampshire,NH,Auburn,3032,5141,916,107307,2049,1369,0.63991,0.09731,3290,500
New Hampshire,NH,Chester,3036,4825,1695,116900,2308,1168,0.61721,0.11386,2978,549
New Hampshire,NH,Fremont,3044,4441,1441,96802,2142,1124,0.73555,0.07441,3267,330
New Hampshire,NH,Raymond,3077,5820,1165,84558,1970,1399,0.58092,0.12257,3381,713
New Hampshire,NH,Raymond,3077,4416,1090,71921,1905,770,0.53296,0.15606,2354,689
New Hampshire,NH,Nottingham,3290,4878,1147,103596,2014,1322,0.71334,0.0947,3480,462
New Hampshire,NH,Seabrook,3874,5314,1037,56065,1657,931,0.49875,0.14613,2650,777
New Hampshire,NH,Hampton Falls,3844,2313,1362,124202,2637,530,0.63053,0.11789,1458,273
New Hampshire,NH,Hampton,3842,2507,1292,104866,2201,471,0.58405,0.10541,1464,264
New Hampshire,NH,Hampton,3842,1530,1068,99082,2086,367,0.75254,0.08305,1151,127
New Hampshire,NH,Hampton,3842,1397,1030,115798,2111,359,0.57214,0.14594,799,204
New Hampshire,NH,Hampton,3842,1466,1008,54850,1899,208,0.62519,0.09256,917,136
New Hampshire,NH,Newmarket,3857,7291,1045,96295,2166,1484,0.52258,0.11538,3810,841
New Hampshire,NH,Newmarket,3857,3234,1062,87768,1936,439,0.43641,0.09772,1411,316
New Hampshire,NH,Portsmouth,3801,4225,933,158913,2775,704,0.41141,0.09521,1738,402
New Hampshire,NH,Portsmouth,3801,2923,1080,102998,1977,573,0.36303,0.06904,1061,202
New Hampshire,NH,Portsmouth,3801,3393,1326,130717,2483,599,0.52592,0.05935,1784,201
New Hampshire,NH,Salem,3079,6644,1564,102496,2296,1452,0.61594,0.1078,4092,716
New Hampshire,NH,Salem,3079,5380,1237,93328,1970,1166,0.58288,0.04899,3136,264
New Hampshire,NH,Salem,3079,4673,949,99422,1966,1069,0.51306,0.05909,2398,276
New Hampshire,NH,Newton,3858,4752,1139,96279,2139,1078,0.54003,0.05965,2566,283
New Hampshire,NH,Kingston,3848,6077,915,92020,1878,1456,0.59213,0.09921,3598,603
New Hampshire,NH,Windham,3087,6621,1686,127465,2414,1601,0.63703,0.12208,4218,808
New Hampshire,NH,Exeter,3833,3963,829,73778,1794,574,0.45127,0.1962,1788,778
New Hampshire,NH,Portsmouth,3801,2657,1250,79227,1877,393,0.38281,0.21094,1017,560
New Hampshire,NH,Portsmouth,3801,5850,1253,81028,1997,1009,0.56989,0.1012,3334,592
New Hampshire,NH,Portsmouth,3801,1212,1481,96097,1844,274,0.65618,0.05241,795,64
New Hampshire,NH,Greenland,3840,4461,1401,106953,2258,1023,0.69868,0.07993,3117,357
New Hampshire,NH,Manchester,3103,0,NaN,NaN,NaN,NaN,NaN,NaN,#VALUE!,#VALUE!
New Hampshire,NH,Durham,3824,3087,1678,116736,2641,605,0.79257,0.03371,2447,104
New Hampshire,NH,Durham,3824,2675,970,130752,2523,354,0.43086,0.03387,1153,91
New Hampshire,NH,Lee,3861,6221,1024,110493,2139,1451,0.61855,0.08597,3848,535
New Hampshire,NH,Dover,3820,4172,850,69176,1768,390,0.36079,0.13951,1505,582
New Hampshire,NH,Dover,3820,2027,966,72685,2560,213,0.35181,0.11407,713,231
New Hampshire,NH,Dover,3820,7084,829,96614,2129,1223,0.53438,0.09026,3786,639
New Hampshire,NH,Rollinsford,3869,2525,1022,74075,1898,483,0.63455,0.09524,1602,240
New Hampshire,NH,Somersworth,3878,6654,975,67227,1863,993,0.54853,0.08146,3650,542
New Hampshire,NH,Rochester,3867,6012,746,44933,1539,759,0.42938,0.12652,2581,761
New Hampshire,NH,Rochester,3867,4181,903,52528,1636,607,0.41944,0.17618,1754,737
New Hampshire,NH,Barrington,3825,8749,1156,99206,1968,2051,0.61234,0.12847,5357,1124
New Hampshire,NH,Farmington,3835,6825,910,64906,1564,966,0.52037,0.12051,3552,822
New Hampshire,NH,New Durham,3855,4376,1162,82557,1690,1026,0.61433,0.08987,2688,393
New Hampshire,NH,Sunapee,3782,3369,1095,105564,1699,730,0.53119,0.15694,1790,529
New Hampshire,NH,Newport,3773,6408,847,60271,1572,1052,0.42061,0.32023,2695,2052
New Hampshire,NH,Lempster,3605,2851,978,68351,1428,677,0.60064,0.15459,1712,441
New Hampshire,NH,Acworth,3601,3352,1034,69145,1498,644,0.55155,0.12429,1849,417
New Hampshire,NH,Charlestown,3603,5029,629,58769,1373,1114,0.63729,0.14468,3205,728
New Hampshire,NH,Claremont,3743,5357,945,64284,1591,1000,0.494,0.14916,2646,799
New Hampshire,NH,Claremont,3743,4323,524,50825,1570,770,0.47614,0.13363,2058,578
New Hampshire,NH,Claremont,3743,3396,787,42856,1557,486,0.40076,0.20303,1361,689
New Jersey,NJ,Atlantic City,8401,2213,1007,36383,1879,168,0.43165,0.07074,955,157
New Jersey,NJ,Atlantic City,8401,2801,925,35786,2142,201,0.34409,0.19107,964,535
New Jersey,NJ,Atlantic City,8401,3389,895,31350,2079,254,0.13128,0.28546,445,967
New Jersey,NJ,Atlantic City,8401,2680,855,30466,1908,191,0.45822,0.06244,1228,167
New Jersey,NJ,Atlantic City,8401,4094,707,29560,1819,251,0.28,0.21803,1146,893
New Jersey,NJ,Brigantine,8203,3297,1368,92249,2207,794,0.66966,0.0583,2208,192
New Jersey,NJ,Atlantic City,8401,1535,1192,46607,2045,210,0.2675,0.18375,411,282
New Jersey,NJ,Pleasantville,8232,5930,1409,77183,1933,1528,0.58468,0.1006,3467,597
New Jersey,NJ,Pleasantville,8232,2464,1291,50452,1768,480,0.54706,0.06471,1348,159
New Jersey,NJ,Egg Harbor,8215,7236,977,77369,1738,1137,0.60641,0.03387,4388,245
New Jersey,NJ,Galloway,8205,7270,1209,81049,1803,1816,0.60044,0.06452,4365,469
New Jersey,NJ,Galloway,8205,8189,1251,46421,1636,992,0.47769,0.05635,3912,461
New Jersey,NJ,Egg Harbor City,8215,4246,958,52248,1840,631,0.38734,0.13634,1645,579
New Jersey,NJ,Elwood,8217,6156,1238,77341,1811,1416,0.54085,0.11138,3329,686
New Jersey,NJ,Hammonton,8037,3304,1323,64313,1926,450,0.42065,0.09476,1390,313
New Jersey,NJ,Hammonton,8037,2469,1142,81402,1935,535,0.42172,0.0905,1041,223
New Jersey,NJ,Buena,8310,7558,1252,56253,1704,1389,0.45265,0.15474,3421,1170
New Jersey,NJ,Minotola,8341,4566,856,67652,1672,743,0.47077,0.14537,2150,664
New Jersey,NJ,Mays Landing,8330,5735,1403,62742,1743,842,0.3986,0.11582,2286,664
New Jersey,NJ,Mays Landing,8330,10140,1268,61947,1771,1873,0.50818,0.08201,5153,832
New Jersey,NJ,Estell Manor,8319,4965,1097,74272,1802,983,0.57583,0.08811,2859,437
New Jersey,NJ,Egg Harbor Township,8234,9478,1030,80377,2017,1787,0.68196,0.0682,6464,646
New Jersey,NJ,Egg Harbor Township,8234,16295,1628,103960,2401,3788,0.61119,0.06815,9959,1111
New Jersey,NJ,Pleasantville,8232,8050,1143,39770,1904,947,0.38337,0.07271,3086,585
New Jersey,NJ,Pleasantville,8232,4682,1188,55077,1663,684,0.40472,0.12283,1895,575
New Jersey,NJ,Northfield,8225,3346,1878,90726,2206,736,0.56838,0.06695,1902,224
New Jersey,NJ,Northfield,8225,3154,1250,75242,1917,629,0.54869,0.07363,1731,232
New Jersey,NJ,Northfield,8225,2097,1632,92886,2130,434,0.59973,0.11533,1258,242
New Jersey,NJ,Linwood,8221,1527,1783,124462,2359,368,0.59932,0.13073,915,200
New Jersey,NJ,Linwood,8221,1404,1614,104189,2866,317,0.61179,0.07972,859,112
New Jersey,NJ,Somers Point,8244,1668,1204,71578,2092,377,0.5082,0.10134,848,169
New Jersey,NJ,Margate,8402,3389,1144,105011,2180,793,0.6592,0.08467,2234,287
New Jersey,NJ,Margate,8402,1279,856,114011,2903,258,0.72294,0.10459,925,134
New Jersey,NJ,Margate,8402,1636,1093,98452,1644,267,0.3278,0.13555,536,222
New Jersey,NJ,Atlantic City,8401,3045,1011,58197,2463,234,0.4366,0.10231,1329,312
New Jersey,NJ,Ventnor,8406,2487,1045,76793,2030,311,0.52315,0.1875,1301,466
New Jersey,NJ,Ventnor,8406,2833,1150,78267,2273,427,0.46483,0.05046,1317,143
New Jersey,NJ,Allendale,7401,6717,1636,159214,3497,1386,0.62978,0.09135,4230,614
New Jersey,NJ,Yonkers,10701,1559,2167,120111,4237,279,0.62369,0.02549,972,40
New Jersey,NJ,Bergenfield,7621,4866,1195,89774,2709,961,0.58471,0.05826,2845,283
New Jersey,NJ,Bergenfield,7621,3051,1618,124008,2979,598,0.63021,0.04541,1923,139
New Jersey,NJ,Bergenfield,7621,3962,1789,107881,2745,630,0.48458,0.03839,1920,152
New Jersey,NJ,Bogota,7603,3334,1340,91380,2599,599,0.58512,0.07107,1951,237
New Jersey,NJ,Bogota,7603,4995,1184,84098,2466,898,0.48942,0.10674,2445,533
New Jersey,NJ,Cliffside Park,7010,7424,1255,77723,2570,640,0.51306,0.04917,3809,365
New Jersey,NJ,Cliffside Park,7010,4686,1669,96218,2730,742,0.65632,0.06941,3076,325
New Jersey,NJ,Cliffside Park,7010,7731,1277,64245,2491,904,0.60038,0.07446,4642,576
New Jersey,NJ,Closter,7624,3879,1830,112213,3144,671,0.71088,0.01837,2758,71
New Jersey,NJ,Dumont,7628,6053,1292,108257,2911,1180,0.54662,0.0579,3309,350
New Jersey,NJ,Dumont,7628,7417,1191,119829,2630,1428,0.65428,0.0277,4853,205
New Jersey,NJ,Elmwood Park,7407,4193,1156,80156,2486,681,0.59405,0.03333,2491,140
New Jersey,NJ,Elmwood Park,7407,5109,1565,79350,2462,516,0.51485,0.05888,2630,301
New Jersey,NJ,Elmwood Park,7407,4491,1686,95232,2606,633,0.57739,0.03909,2593,176
New Jersey,NJ,East Rutherford,7073,5886,1418,110679,2624,385,0.42363,0.06095,2493,359
New Jersey,NJ,East Rutherford,7073,3190,1388,92964,2158,393,0.6302,0.0678,2010,216
New Jersey,NJ,Edgewater,7020,5406,1753,102255,3030,727,0.56859,0.05456,3074,295
New Jersey,NJ,Englewood,7631,2547,1545,177549,4096,478,0.68072,0.06744,1734,172
New Jersey,NJ,Englewood,7631,6604,1255,70918,2154,886,0.45057,0.05247,2976,347
New Jersey,NJ,Englewood Cliffs,7632,5369,3316,160302,3332,929,0.6883,0.04263,3695,229
New Jersey,NJ,Fairview,7022,6821,1061,56370,2767,591,0.44176,0.05505,3013,375
New Jersey,NJ,Fort Lee,7024,3996,1924,88702,1450,558,0.60805,0.13692,2430,547
New Jersey,NJ,Fort Lee,7024,3153,1075,99102,2044,355,0.63734,0.0332,2010,105
New Jersey,NJ,Fort Lee,7024,5406,1658,83445,2534,691,0.59598,0.07473,3222,404
New Jersey,NJ,Fort Lee,7024,2759,1560,82474,2891,313,0.56757,0.03378,1566,93
New Jersey,NJ,Edgewater,7020,6313,2171,129149,2611,1249,0.70886,0.04312,4475,272
New Jersey,NJ,Fort Lee,7024,2101,2001,120544,3817,357,0.76587,0.02778,1609,58
New Jersey,NJ,Garfield,7026,6713,1276,60964,2291,534,0.52119,0.06156,3499,413
New Jersey,NJ,Garfield,7026,4605,1232,35267,2219,194,0.51027,0.01805,2350,83
New Jersey,NJ,Hackensack,7601,3111,1381,52641,2856,99,0.33448,0.11517,1041,358
New Jersey,NJ,Hackensack,7601,4853,1475,80926,2387,645,0.49577,0.19027,2406,923
New Jersey,NJ,Hackensack,7601,3822,1410,83596,1521,152,0.5943,0.05767,2271,220
New Jersey,NJ,Hackensack,7601,3248,1133,54877,2348,266,0.3145,0.15019,1021,488
New Jersey,NJ,Hackensack,7601,3153,1136,50466,2055,198,0.40432,0.11769,1275,371
New Jersey,NJ,Hasbrouck Heights,7604,6467,1285,91008,2547,837,0.47425,0.07782,3067,503
New Jersey,NJ,Hillsdale,7642,4799,400,136724,3124,939,0.66979,0.03044,3214,146
New Jersey,NJ,Hillsdale,7642,5653,2005,122001,3320,1023,0.62611,0.02284,3539,129
New Jersey,NJ,Ho  Ho  Kus,7423,4132,2235,188505,3507,796,0.71553,0.01883,2957,78
New Jersey,NJ,Little Ferry,7643,5813,1209,88432,2557,788,0.4337,0.09935,2521,578
New Jersey,NJ,Lodi,7644,7126,1234,59165,2639,788,0.40592,0.10099,2893,720
New Jersey,NJ,Lodi,7644,8174,1141,67475,2851,709,0.47404,0.06527,3875,534
New Jersey,NJ,Mahwah,7430,5783,1786,160329,3545,1144,0.61469,0.03714,3555,215
New Jersey,NJ,Mahwah,7430,4998,2014,119155,2191,1437,0.50433,0.19613,2521,980
New Jersey,NJ,Mahwah,7430,4790,1805,123425,2352,1149,0.66845,0.11586,3202,555
New Jersey,NJ,Maywood,7607,3518,2313,112472,2664,645,0.54729,0.06676,1925,235
New Jersey,NJ,Maywood,7607,2685,1369,103436,2653,452,0.54622,0.06536,1467,175
New Jersey,NJ,Hackensack,7601,3491,1271,72447,2683,449,0.56515,0.05833,1973,204
New Jersey,NJ,Montvale,7645,8199,1705,123097,3122,1554,0.64156,0.03555,5260,291
New Jersey,NJ,New Milford,7646,7098,1211,85996,2915,758,0.60957,0.04668,4327,331
New Jersey,NJ,North Arlington,7031,5654,1162,97558,2574,777,0.55066,0.06861,3113,388
New Jersey,NJ,North Arlington,7031,4311,1293,73990,2548,271,0.4867,0.11915,2098,514
New Jersey,NJ,North Arlington,7031,5769,1425,94473,2400,1050,0.55564,0.06292,3205,363
New Jersey,NJ,Oakland,7436,4299,1392,100160,2711,922,0.61349,0.07912,2637,340
New Jersey,NJ,Oakland,7436,2822,2681,128787,2671,604,0.62575,0.04348,1766,123
New Jersey,NJ,Oradell,7649,4641,1359,135041,3091,876,0.73158,0.02691,3395,125
New Jersey,NJ,Palisades Park,7650,5683,1385,76093,2624,324,0.46208,0.04907,2626,279
New Jersey,NJ,Palisades Park,7650,4648,1580,82559,3153,381,0.54326,0.03528,2525,164
New Jersey,NJ,Paramus,7652,7114,2150,113069,2922,1310,0.66471,0.02426,4729,173
New Jersey,NJ,Paramus,7652,4453,1931,121370,2839,868,0.58682,0.07503,2613,334
New Jersey,NJ,Paramus,7652,4619,1571,121199,2953,774,0.6504,0.05619,3004,260
New Jersey,NJ,Park Ridge,7656,4814,1516,125979,2894,841,0.5541,0.03361,2667,162
New Jersey,NJ,Ramsey,7446,6197,713,185278,3306,1366,0.71685,0.02626,4442,163
New Jersey,NJ,Ramsey,7446,3748,1493,177031,3281,910,0.77936,0.00748,2921,28
New Jersey,NJ,Ridgefield Park,7660,4214,1203,72482,2676,653,0.4948,0.05933,2085,250
New Jersey,NJ,Ridgefield Park,7660,4282,1393,81816,2581,738,0.61356,0.05374,2627,230
New Jersey,NJ,Ridgefield Park,7660,4473,1249,73680,2604,494,0.55082,0.06462,2464,289
New Jersey,NJ,Ridgewood,7451,5873,3069,182744,3534,1254,0.67968,0.07345,3992,431
New Jersey,NJ,Ridgewood,7451,4196,488,216619,4025,802,0.712,0.00733,2988,31
New Jersey,NJ,Ridgewood,7451,3062,3592,223030,4193,593,0.70781,0.06268,2167,192
New Jersey,NJ,Ridgewood,7451,5117,1759,126016,3661,648,0.59882,0.049,3064,251
New Jersey,NJ,River Edge,7661,4254,1459,95005,3251,495,0.54013,0.01594,2298,68
New Jersey,NJ,River Edge,7661,7312,1258,147660,2977,1575,0.64593,0.05741,4723,420
New Jersey,NJ,River Vale,7675,5393,1584,155105,3344,1067,0.6517,0.04915,3515,265
New Jersey,NJ,Saddle Brook,7663,5624,1363,78246,2339,825,0.52872,0.05788,2974,326
New Jersey,NJ,Rutherford,7070,2690,1436,142202,2988,525,0.66794,0.02099,1797,56
New Jersey,NJ,Rutherford,7070,4600,1363,95775,2856,432,0.51838,0.03939,2385,181
New Jersey,NJ,Saddle River,7458,3229,1451,144229,4252,594,0.66117,0.01649,2135,53
New Jersey,NJ,Upper Saddle River,7458,8335,2577,190747,3922,1683,0.69557,0.03941,5798,328
New Jersey,NJ,Teaneck,7666,4182,1237,70651,2595,490,0.59221,0.07098,2477,297
New Jersey,NJ,Teaneck,7666,6409,1230,205729,3768,1307,0.7013,0.04304,4495,276
New Jersey,NJ,Teaneck,7666,7845,1348,103371,2727,1422,0.49079,0.05997,3850,470
New Jersey,NJ,Tenafly,7670,8024,1517,150696,3249,1320,0.73606,0.02684,5906,215
New Jersey,NJ,Wallington,7057,4365,1040,65611,2559,194,0.66725,0.0535,2913,234
New Jersey,NJ,Wallington,7057,3342,1278,63204,2802,268,0.56008,0.03795,1872,127
New Jersey,NJ,Wyckoff,7481,4566,1876,152260,3316,977,0.71395,0.01967,3260,90
New Jersey,NJ,Wyckoff,7481,3570,1303,142919,3250,780,0.70726,0.06089,2525,217
New Jersey,NJ,Wyckoff,7481,3689,1135,184915,3795,624,0.63491,0.03709,2342,137
New Jersey,NJ,Palmyra,8065,2712,987,77791,1846,560,0.65685,0.03956,1781,107
New Jersey,NJ,Palmyra,8065,1925,1022,56976,1826,372,0.42069,0.03586,810,69
New Jersey,NJ,Palmyra,8065,2439,1693,95869,1911,490,0.56226,0.05651,1371,138
New Jersey,NJ,Cinnaminson,8077,5134,1633,111669,2398,1023,0.64065,0.09483,3289,487
New Jersey,NJ,Cinnaminson,8077,2529,1460,111768,2195,535,0.60698,0.05051,1535,128
New Jersey,NJ,Maple Shade,8052,3468,1283,89723,1680,822,0.5734,0.04135,1989,143
New Jersey,NJ,Maple Shade,8052,4418,883,85376,1781,772,0.46783,0.10493,2067,464
New Jersey,NJ,Maple Shade,8052,5364,1122,49814,1540,140,0.33598,0.12434,1802,667
New Jersey,NJ,Moorestown,8057,5703,1155,121826,2449,1050,0.53867,0.06324,3072,361
New Jersey,NJ,Moorestown,8057,3717,734,161194,2928,789,0.69869,0.10069,2597,374
New Jersey,NJ,Delran,8075,5970,1040,90356,1941,797,0.44881,0.02428,2679,145
New Jersey,NJ,Cinnaminson,8077,4628,1460,123484,2234,924,0.68917,0.04368,3189,202
New Jersey,NJ,Delanco,8075,4542,997,86485,1890,1023,0.61543,0.07831,2795,356
New Jersey,NJ,Burlington,8016,5411,951,128170,2383,1175,0.57799,0.06729,3128,364
New Jersey,NJ,Burlington,8016,6174,1152,99304,2183,1414,0.64919,0.15491,4008,956
New Jersey,NJ,Willingboro,8046,4662,1125,87401,2039,746,0.43969,0.10891,2050,508
New Jersey,NJ,Burlington,8016,6406,1032,86824,2367,1231,0.50368,0.08177,3227,524
New Jersey,NJ,Burlington,8016,3248,1097,89114,1815,669,0.5173,0.06447,1680,209
New Jersey,NJ,Florence,8518,4409,992,80789,1699,982,0.49345,0.12262,2176,541
New Jersey,NJ,Bordentown,8505,3903,1161,102954,1994,651,0.35624,0.20492,1390,800
New Jersey,NJ,Mt   Holly,8060,3276,868,83377,1826,509,0.49853,0.08247,1633,270
New Jersey,NJ,Browns Mills,8015,1974,783,82250,1725,290,0.4927,0.05163,973,102
New Jersey,NJ,Browns Mills,8015,7048,1659,88177,1676,1585,0.53794,0.01746,3791,123
New Jersey,NJ,Pemberton,8068,1485,997,80618,1993,289,0.61509,0.09811,913,146
New Jersey,NJ,Jobstown,8041,3390,1165,115801,2728,806,0.60042,0.08567,2035,290
New Jersey,NJ,Mount Holly,8060,4197,1121,85870,1746,872,0.59736,0.08794,2507,369
New Jersey,NJ,Mount Holly,8060,2683,1081,62075,1449,310,0.37019,0.11876,993,319
New Jersey,NJ,Westampton,8060,8780,1865,110115,2031,2146,0.66667,0.08106,5853,712
New Jersey,NJ,Willingboro,8046,3439,1849,76408,1864,540,0.47133,0.07227,1621,249
New Jersey,NJ,Willingboro,8046,3856,1465,81893,1823,936,0.62963,0.08333,2428,321
New Jersey,NJ,Willingboro,8046,4139,1663,82683,1882,742,0.46757,0.06486,1935,268
New Jersey,NJ,Willingboro,8046,1158,2249,103398,2245,264,0.53419,0.0641,619,74
New Jersey,NJ,Willingboro,8046,2378,1462,83058,1941,606,0.52174,0.07826,1241,186
New Jersey,NJ,Mount Laurel,8054,4095,1395,109088,2173,679,0.56716,0.07326,2323,300
New Jersey,NJ,Mount Laurel,8054,2107,2068,107804,2233,439,0.62681,0.08092,1321,170
New Jersey,NJ,Mount Laurel,8054,5976,1743,137346,1905,1710,0.66497,0.08318,3974,497
New Jersey,NJ,Mount Laurel,8054,4302,1445,79205,1502,1054,0.44611,0.16721,1919,719
New Jersey,NJ,Mount Laurel,8054,4612,1414,102506,1941,997,0.49328,0.06254,2275,288
New Jersey,NJ,Lumberton,8048,2758,1576,190039,3457,589,0.7596,0.03939,2095,109
New Jersey,NJ,Lumberton,8048,4802,1172,81180,1942,808,0.44304,0.12861,2127,618
New Jersey,NJ,Southampton,8088,3820,877,77654,1862,860,0.57502,0.08394,2197,321
New Jersey,NJ,Southampton,8088,2684,1501,106000,2519,557,0.60077,0.05882,1612,158
New Jersey,NJ,Tabernacle,8088,3898,1192,56527,1193,959,0.61029,0.09789,2379,382
New Jersey,NJ,Tabernacle,8088,6991,1569,109504,2167,1578,0.60281,0.0634,4214,443
New Jersey,NJ,Shamong,8088,6447,994,107690,2383,1454,0.57482,0.08784,3706,566
New Jersey,NJ,Medford Lakes,8055,6945,1595,130316,2638,1547,0.67228,0.03563,4669,247
New Jersey,NJ,Marlton,8053,3784,1123,84839,2127,671,0.49243,0.0553,1863,209
New Jersey,NJ,Marlton,8053,3965,1357,99286,2161,854,0.54369,0.04976,2156,197
New Jersey,NJ,Marlton,8053,3699,2116,74984,2053,651,0.49313,0.09488,1824,351
New Jersey,NJ,Marlton,8053,5316,1526,122774,2317,1062,0.5807,0.06047,3087,321
New Jersey,NJ,Marlton,8053,4584,1483,95519,2276,853,0.5628,0.08254,2580,378
New Jersey,NJ,Marlton,8053,7927,658,137069,2473,1843,0.66159,0.07059,5244,560
New Jersey,NJ,Bordentown,8505,8200,1016,109224,2353,1845,0.53432,0.06612,4381,542
New Jersey,NJ,Chatsworth,8019,3714,1067,83393,1910,712,0.46929,0.12761,1743,474
New Jersey,NJ,Browns Mills,8015,3357,1766,61613,2014,188,0.46845,0.06701,1573,225
New Jersey,NJ,Fort Dix,8640,5720,2203,90396,1781,5,0.30348,0.1665,1736,952
New Jersey,NJ,Bordentown,8505,1708,NaN,151308,3451,22,0.03671,0.00187,63,3
New Jersey,NJ,Wrightstown,8562,1114,2070,70851,NaN,NaN,0.24593,0,274,0
